0,1.24946e-05
1e-05,1.24946e-05
2e-05,1.24946e-05
3e-05,1.24946e-05
4e-05,1.24946e-05
5e-05,1.24946e-05
6e-05,1.24946e-05
7e-05,1.24946e-05
8e-05,1.24946e-05
9e-05,1.24946e-05
0.0001,1.24946e-05
0.00011,1.24946e-05
0.00012,1.24946e-05
0.00013,1.24946e-05
0.00014,1.24946e-05
0.00015,1.24946e-05
0.00016,1.24946e-05
0.00017,1.24946e-05
0.00018,1.24946e-05
0.00019,1.24946e-05
0.0002,1.24946e-05
0.00021,1.24946e-05
0.00022,1.24946e-05
0.00023,1.24946e-05
0.00024,1.24946e-05
0.00025,1.24946e-05
0.00026,1.24946e-05
0.00027,1.24946e-05
0.00028,1.24946e-05
0.00029,1.24946e-05
0.0003,1.24946e-05
0.00031,1.24946e-05
0.00032,1.24946e-05
0.00033,1.24946e-05
0.00034,1.24946e-05
0.00035,1.24946e-05
0.00036,1.24946e-05
0.00037,1.24946e-05
0.00038,1.24946e-05
0.00039,1.24946e-05
0.0004,1.24946e-05
0.00041,1.24946e-05
0.00042,1.24946e-05
0.00043,1.24946e-05
0.00044,1.24946e-05
0.00045,1.24946e-05
0.00046,1.24946e-05
0.00047,1.24946e-05
0.00048,1.24946e-05
0.00049,1.24946e-05
0.0005,1.24946e-05
0.00051,1.24946e-05
0.00052,1.24946e-05
0.00053,1.24946e-05
0.00054,1.24946e-05
0.00055,1.24946e-05
0.00056,1.24946e-05
0.00057,1.24946e-05
0.00058,1.24946e-05
0.00059,1.24946e-05
0.0006,1.24946e-05
0.00061,1.24946e-05
0.00062,1.24946e-05
0.00063,1.24946e-05
0.00064,1.24946e-05
0.00065,1.24946e-05
0.00066,1.24946e-05
0.00067,1.24946e-05
0.00068,1.24946e-05
0.00069,1.24946e-05
0.0007,1.24946e-05
0.00071,1.24946e-05
0.00072,1.24946e-05
0.00073,1.24946e-05
0.00074,1.24946e-05
0.00075,1.24946e-05
0.00076,1.24946e-05
0.00077,1.24946e-05
0.00078,1.24946e-05
0.00079,1.24946e-05
0.0008,1.24946e-05
0.00081,1.24946e-05
0.00082,1.24946e-05
0.00083,1.24946e-05
0.00084,1.24946e-05
0.00085,1.24946e-05
0.00086,1.24946e-05
0.00087,1.24946e-05
0.00088,1.24946e-05
0.00089,1.24946e-05
0.0009,1.24946e-05
0.00091,1.24946e-05
0.00092,1.24946e-05
0.00093,1.24946e-05
0.00094,1.24946e-05
0.00095,1.24946e-05
0.00096,1.2495e-05
0.00097,1.24976e-05
0.00098,1.25149e-05
0.00099,1.26288e-05
0.001,1.33824e-05
0.00101,1.83676e-05
0.00102,5.13492e-05
0.00103,0.000269529
0.00104,0.00171258
0.00105,0.011261
0.00106,0.0743935
0.00107,0.49212
0.00108,3.25532
0.00109,21.5321
0.0011,142.405
0.00111,942.228
0.00112,6231.15
0.00113,41215.9
0.00114,272644
0.00115,1.80335e+06
0.00116,1.1927e+07
0.00117,7.88917e+07
0.00118,5.21801e+08
0.00119,3.45194e+09
0.0012,2.28265e+10
0.00121,1.51001e+11
0.00122,9.98733e+11
0.00123,6.60522e+12
0.00124,4.36805e+13
0.00125,2.88922e+14
0.00126,1.91103e+15
0.00127,1.26387e+16
0.00128,8.35765e+16
0.00129,5.52745e+17
0.0013,3.65599e+18
0.00131,2.41766e+19
0.00132,1.59888e+20
0.00133,1.05746e+21
0.00134,6.99346e+21
0.00135,4.62473e+22
0.00136,3.05846e+23
0.00137,2.02254e+24
0.00138,1.33768e+25
0.00139,8.84579e+25
0.0014,5.84929e+26
0.00141,3.86813e+27
0.00142,2.55819e+28
0.00143,1.69166e+29
0.00144,1.11867e+30
0.00145,7.39716e+30
0.00146,4.89121e+31
0.00147,3.23445e+32
0.00148,2.13884e+33
0.00149,1.41431e+34
0.0015,9.35175e+34
0.00151,6.18402e+35
0.00152,4.089e+36
0.00153,2.70371e+37
0.00154,1.78777e+38
0.00155,1.18207e+39
0.00156,7.8162e+39
0.00157,5.16788e+40
0.00158,3.41708e+41
0.00159,2.25937e+42
0.0016,1.49384e+43
0.00161,9.87726e+43
0.00162,6.53038e+44
0.00163,4.31694e+45
0.00164,2.85525e+46
0.00165,1.88709e+47
0.00166,1.24806e+48
0.00167,8.25187e+48
0.00168,5.45373e+49
0.00169,3.60642e+50
0.0017,2.38435e+51
0.00171,1.57603e+52
0.00172,1.04209e+53
0.00173,6.88864e+53
0.00174,4.55406e+54
0.00175,3.01155e+55
0.00176,1.99048e+56
0.00177,1.31613e+57
0.00178,8.70012e+57
0.00179,5.75174e+58
0.0018,3.80192e+59
0.00181,2.51369e+60
0.00182,1.66161e+61
0.00183,1.09834e+62
0.00184,7.26062e+62
0.00185,4.79978e+63
0.00186,3.1727e+64
0.00187,2.09739e+65
0.00188,1.3865e+66
0.00189,9.16366e+66
0.0019,6.05778e+67
0.00191,4.00391e+68
0.00192,2.64693e+69
0.00193,1.74953e+70
0.00194,1.15635e+71
0.00195,7.64419e+71
0.00196,5.05241e+72
0.00197,3.33928e+73
0.00198,2.20731e+74
0.00199,1.45895e+75
0.002,9.64204e+75
0.00201,6.37303e+76
0.00202,4.21228e+77
0.00203,2.78382e+78
0.00204,1.84001e+79
0.00205,1.2161e+80
0.00206,8.03722e+80
0.00207,5.31173e+81
0.00208,3.51047e+82
0.00209,2.32003e+83
0.0021,1.53327e+84
0.00211,1.01327e+85
0.00212,6.69631e+85
0.00213,4.42535e+86
0.00214,2.92433e+87
0.00215,1.93261e+88
0.00216,1.27707e+89
0.00217,8.43924e+89
0.00218,5.57678e+90
0.00219,3.6852e+91
0.0022,2.43516e+92
0.00221,1.60908e+93
0.00222,1.06326e+94
0.00223,7.0257e+94
0.00224,4.64299e+95
0.00225,3.06689e+96
0.00226,2.02703e+97
0.00227,1.33937e+98
0.00228,8.84709e+98
0.00229,5.84603e+99
0.0023,3.86183e+100
0.00231,2.55146e+101
0.00232,1.68586e+102
0.00233,1.11384e+103
0.00234,7.35938e+103
0.00235,4.86109e+104
0.00236,3.21174e+105
0.00237,2.12149e+106
0.00238,1.40144e+107
0.00239,9.25767e+107
0.0024,6.11593e+108
0.00241,4.03961e+109
0.00242,2.6681e+110
0.00243,1.76269e+111
0.00244,1.16419e+112
0.00245,7.68939e+112
0.00246,5.07882e+113
0.00247,3.35419e+114
0.00248,2.21453e+115
0.00249,1.4599e+116
0.0025,9.53173e+116
0.00251,5.85153e+117
0.00252,2.65799e+118
0.00253,6.41573e+118
0.00254,1.05547e+119
0.00255,1.47713e+119
0.00256,1.90123e+119
0.00257,2.32675e+119
0.00258,2.75274e+119
0.00259,3.17888e+119
0.0026,3.60531e+119
0.00261,4.03181e+119
0.00262,4.45896e+119
0.00263,4.88579e+119
0.00264,5.31269e+119
0.00265,5.7395e+119
0.00266,6.16651e+119
0.00267,6.59424e+119
0.00268,7.02095e+119
0.00269,7.44874e+119
0.0027,7.87588e+119
0.00271,8.30209e+119
0.00272,8.73023e+119
0.00273,9.15689e+119
0.00274,9.58435e+119
0.00275,1.00125e+120
0.00276,1.04396e+120
0.00277,1.08675e+120
0.00278,1.12949e+120
0.00279,1.17222e+120
0.0028,1.21501e+120
0.00281,1.25776e+120
0.00282,1.30055e+120
0.00283,1.34331e+120
0.00284,1.38592e+120
0.00285,1.42874e+120
0.00286,1.47148e+120
0.00287,1.51429e+120
0.00288,1.55711e+120
0.00289,1.59987e+120
0.0029,1.64276e+120
0.00291,1.68547e+120
0.00292,1.72818e+120
0.00293,1.77113e+120
0.00294,1.81372e+120
0.00295,1.85673e+120
0.00296,1.89957e+120
0.00297,1.94216e+120
0.00298,1.98508e+120
0.00299,2.02799e+120
0.003,2.07052e+120
0.00301,2.11359e+120
0.00302,2.15621e+120
0.00303,2.19899e+120
0.00304,2.24191e+120
0.00305,2.28459e+120
0.00306,2.32771e+120
0.00307,2.37052e+120
0.00308,2.41336e+120
0.00309,2.4562e+120
0.0031,2.49902e+120
0.00311,2.54178e+120
0.00312,2.58446e+120
0.00313,2.62744e+120
0.00314,2.6703e+120
0.00315,2.71301e+120
0.00316,2.75596e+120
0.00317,2.79871e+120
0.00318,2.84168e+120
0.00319,2.8844e+120
0.0032,2.92731e+120
0.00321,2.97038e+120
0.00322,3.01315e+120
0.00323,3.05605e+120
0.00324,3.0986e+120
0.00325,3.14173e+120
0.00326,3.18447e+120
0.00327,3.22728e+120
0.00328,3.27016e+120
0.00329,3.31309e+120
0.0033,3.35605e+120
0.00331,3.39904e+120
0.00332,3.44203e+120
0.00333,3.48503e+120
0.00334,3.52748e+120
0.00335,3.57042e+120
0.00336,3.61333e+120
0.00337,3.65619e+120
0.00338,3.69954e+120
0.00339,3.74225e+120
0.0034,3.78486e+120
0.00341,3.82795e+120
0.00342,3.87093e+120
0.00343,3.91378e+120
0.00344,3.9565e+120
0.00345,3.99966e+120
0.00346,4.04268e+120
0.00347,4.08552e+120
0.00348,4.12881e+120
0.00349,4.17127e+120
